,active_id,passive_id,active_reliability,passive_reliability,passive_opinion,accepted,result,total_payout
0,5,40,0.7074720807278618,0.8233205884601713,0.45,True,False,-2
1,54,84,0.37212150135469324,0.30760874128659765,0.45,True,False,-4
2,6,24,0.7245198704567086,0.5643961535332579,0.55,True,True,-2
3,76,32,0.8458098357280734,0.6635526614764211,0.55,True,True,0
4,75,27,0.3564722401534356,0.24823671615634535,0.55,True,True,2
5,67,85,0.607536698126434,0.9208255563021844,0.45,True,False,0
6,20,74,0.3518324457728357,0.7147114865193199,0.45,True,False,-2
7,14,72,0.36959908654360296,0.15786443919911552,0.45,True,False,-4
8,91,62,0.4496645792753765,0.8567073824041537,0.45,True,False,-6
9,40,37,0.8233205884601713,0.6129744594914002,0.45,True,False,-8
10,55,2,0.40783948249863655,0.1583173379329329,0.55,True,True,-6
11,48,74,0.5006430271920419,0.7147114865193199,0.55,True,True,-4
12,78,23,0.43195725414119235,0.6834876177688868,0.45,True,False,-6
13,38,67,0.9852193240462834,0.607536698126434,0.55,True,True,-4
14,88,13,0.1518498601660332,0.5640583142579408,0.45,True,False,-6
15,21,58,0.7294192585660533,0.3400721796549451,0.55,True,True,-4
16,68,59,0.7166314276892161,0.9026332782723714,0.55,True,True,-2
17,55,8,0.40783948249863655,0.12541609041827162,0.55,True,True,0
18,30,67,0.21958957190026862,0.607536698126434,0.45,True,False,-2
19,13,54,0.5640583142579408,0.37212150135469324,0.55,True,True,0
20,19,97,0.9167990006762123,0.9342627097194597,0.55,True,True,2
21,75,87,0.3564722401534356,0.6110778350397914,0.45,True,False,0
22,0,47,0.1758912822526283,0.37103745779909314,0.45,True,False,-2
23,84,66,0.30760874128659765,0.14600192216174024,0.45,True,False,-4
24,47,24,0.37103745779909314,0.5643961535332579,0.45,True,False,-6
25,29,61,0.722059314611557,0.428624507251238,0.55,True,True,-4
26,61,11,0.428624507251238,0.25594440962471976,0.45,True,False,-6
27,47,39,0.37103745779909314,0.08956727178941548,0.45,True,False,-8
28,12,78,0.23916686501013318,0.43195725414119235,0.45,True,False,-10
29,62,8,0.8567073824041537,0.12541609041827162,0.55,True,True,-8
30,88,5,0.1518498601660332,0.7074720807278618,0.45,True,False,-10
31,61,18,0.428624507251238,0.31688953348241633,0.45,True,False,-12
32,95,62,0.6148085701273492,0.8567073824041537,0.55,True,True,-10
33,34,2,0.4874498503262571,0.1583173379329329,0.45,True,False,-12
34,26,67,0.5641167356888758,0.607536698126434,0.55,True,True,-10
35,54,55,0.37212150135469324,0.40783948249863655,0.55,True,True,-8
36,89,34,0.5957492647135162,0.4874498503262571,0.45,True,False,-10
37,19,66,0.9167990006762123,0.14600192216174024,0.45,True,False,-12
38,64,36,0.4194259773346898,0.692476984458762,0.45,True,False,-14
39,21,43,0.7294192585660533,0.2836744010577642,0.55,True,True,-12
40,3,42,0.6505485394760468,0.7145128156599906,0.45,True,False,-14
41,57,13,0.8687170958055681,0.5640583142579408,0.55,True,True,-12
42,72,22,0.15786443919911552,0.8331502256734352,0.45,True,False,-14
43,50,28,0.5007353806196448,0.33749927136972513,0.55,True,True,-12
44,0,61,0.1758912822526283,0.428624507251238,0.45,True,False,-14
45,10,12,0.5809370117603739,0.23916686501013318,0.45,True,False,-16
46,17,52,0.613784673463289,0.5141404352885078,0.55,True,True,-14
47,34,9,0.4874498503262571,0.44583740825910056,0.45,True,False,-16
48,31,50,0.9823508518356256,0.5007353806196448,0.55,True,True,-14
49,31,12,0.9823508518356256,0.23916686501013318,0.55,True,True,-12
50,20,18,0.3518324457728357,0.31688953348241633,0.55,True,True,-10
51,19,42,0.9167990006762123,0.7145128156599906,0.55,True,True,-8
52,4,68,0.832864060628537,0.7166314276892161,0.45,True,False,-10
53,93,39,0.48674754492555417,0.08956727178941548,0.45,True,False,-12
54,86,26,0.26925144280334556,0.5641167356888758,0.55,True,True,-10
55,72,66,0.15786443919911552,0.14600192216174024,0.45,True,False,-12
56,5,76,0.7074720807278618,0.8458098357280734,0.55,True,True,-10
57,77,25,0.9031097515099588,0.24988397332234968,0.55,True,True,-8
58,96,33,0.47401238915605537,0.631533030385049,0.45,True,False,-10
59,93,57,0.48674754492555417,0.8687170958055681,0.45,True,False,-12
60,76,57,0.8458098357280734,0.8687170958055681,0.45,True,False,-14
61,47,93,0.37103745779909314,0.48674754492555417,0.45,True,False,-16
62,63,22,0.5446331655916622,0.8331502256734352,0.55,True,True,-14
63,81,44,0.8029353926230534,0.6279672365393266,0.45,True,False,-16
64,11,8,0.25594440962471976,0.12541609041827162,0.55,True,True,-14
65,11,93,0.25594440962471976,0.48674754492555417,0.45,True,False,-16
66,42,66,0.7145128156599906,0.14600192216174024,0.55,True,True,-14
67,38,43,0.9852193240462834,0.2836744010577642,0.55,True,True,-12
68,73,14,0.1535013626402606,0.36959908654360296,0.55,True,True,-10
69,19,77,0.9167990006762123,0.9031097515099588,0.55,True,True,-8
70,70,79,0.7500346304027713,0.998543357829393,0.55,True,True,-6
71,41,65,0.8866353559032627,0.5242565796501807,0.55,True,True,-4
72,17,40,0.613784673463289,0.8233205884601713,0.55,True,True,-2
73,41,25,0.8866353559032627,0.24988397332234968,0.55,True,True,0
74,64,78,0.4194259773346898,0.43195725414119235,0.45,True,False,-2
75,49,9,0.1750462273928698,0.44583740825910056,0.45,True,False,-4
76,8,75,0.12541609041827162,0.3564722401534356,0.55,True,True,-2
77,6,55,0.7245198704567086,0.40783948249863655,0.45,True,False,-4
78,66,22,0.14600192216174024,0.8331502256734352,0.45,True,False,-6
